signal_date,entry_date,symbol,score,gross_ret,net_ret,win,flag_bearTrap,flag_sellPressure,flag_lowSessionLiq,flag_lowVol,flag_volCritical,flag_deepDowntrend
2018-05-28,2018-05-29,SHB,6.0,0.2299331103678931,0.2259331103678931,True,True,False,False,False,False,True
2018-05-28,2018-05-29,VPB,6.0,0.3778789850357841,0.3738789850357841,True,True,False,False,False,False,True
2018-05-28,2018-05-29,HDB,5.5,0.2028403828342081,0.1988403828342081,True,False,True,False,False,False,True
2018-05-28,2018-05-29,NLG,5.5,0.16800100075056293,0.16400100075056293,True,True,True,False,False,False,True
2018-05-28,2018-05-29,VCB,5.5,0.22106521847441568,0.21706521847441568,True,False,True,False,False,False,True
2018-05-28,2018-05-29,ACB,4.5,0.27606484424666244,0.27206484424666244,True,False,True,False,False,False,True
2018-05-29,2018-05-30,HSG,6.5,0.25708699902248294,0.25308699902248294,True,True,False,False,False,False,True
2018-05-29,2018-05-30,NLG,4.5,0.12629682549543378,0.12229682549543378,True,True,False,False,False,False,True
2018-05-30,2018-05-31,HSG,4.5,0.2570300157977883,0.2530300157977883,True,True,False,False,False,False,True
2018-05-30,2018-05-31,NLG,4.5,0.1807815502882767,0.1767815502882767,True,True,False,False,False,False,True
2018-05-30,2018-05-31,SHB,4.5,0.022847100175746905,0.018847100175746905,True,True,False,False,True,False,True
2018-05-30,2018-05-31,VJC,4.5,0.1666721220254657,0.1626721220254657,True,False,False,False,True,False,True
2018-05-31,2018-06-01,NLG,5.0,0.1262183534604304,0.12221835346043039,True,True,False,False,True,False,True
2018-05-31,2018-06-01,VJC,4.0,0.14569175743781512,0.14169175743781512,True,False,False,False,False,False,True
2018-06-25,2018-06-26,NLG,4.0,0.019343937540057143,0.015343937540057143,True,False,False,False,False,False,False
2018-06-27,2018-06-28,PNJ,5.0,-0.1525916726583437,-0.1565916726583437,False,False,False,False,False,False,True
2018-06-28,2018-06-29,PNJ,7.0,-0.044917005058060934,-0.04891700505806093,False,False,True,False,False,False,True
2018-06-29,2018-07-02,PNJ,7.5,0.06861752016507223,0.06461752016507223,True,False,False,False,False,False,True
2018-07-02,2018-07-03,ACB,7.5,0.0657670234217466,0.0617670234217466,True,False,True,False,False,False,True
2018-07-02,2018-07-03,PNJ,7.0,0.17376659401624733,0.16976659401624733,True,False,True,False,False,False,True
2018-07-02,2018-07-03,FPT,6.0,0.04232164449818625,0.038321644498186244,True,False,False,False,False,False,True
2018-07-02,2018-07-03,LPB,5.0,-0.027339642481598227,-0.03133964248159823,False,True,False,False,False,False,True
2018-07-02,2018-07-03,SSI,4.0,0.0035519772673456235,-0.0004480227326543766,False,False,True,False,False,False,True
2018-07-03,2018-07-04,ACB,7.0,0.1868523866145746,0.1828523866145746,True,True,True,False,False,False,True
2018-07-03,2018-07-04,FPT,7.0,0.09858921161825716,0.09458921161825716,True,False,True,False,False,False,True
2018-07-03,2018-07-04,PNJ,7.0,0.26316009009760577,0.25916009009760577,True,False,True,False,False,False,True
2018-07-03,2018-07-04,BID,6.0,0.13450989744812783,0.13050989744812783,True,False,True,False,False,False,True
2018-07-03,2018-07-04,CTG,6.0,0.1368851641225182,0.1328851641225182,True,False,True,False,False,False,True
2018-07-03,2018-07-04,SHB,6.0,0.16906318082788668,0.16506318082788668,True,True,False,False,False,False,True
2018-07-03,2018-07-04,STB,6.0,0.0666666666666666,0.06266666666666659,True,False,True,False,False,False,True
2018-07-03,2018-07-04,TCB,6.0,0.0416568047337277,0.037656804733727706,True,False,True,False,False,False,False
2018-07-03,2018-07-04,SSI,5.0,0.1229818365287589,0.11898183652875889,True,False,False,False,False,False,True
2018-07-03,2018-07-04,DIG,4.5,0.03354725787631278,0.029547257876312783,True,False,True,False,False,False,True
2018-07-04,2018-07-05,BID,7.5,0.14415732163172446,0.14015732163172445,True,False,False,False,False,False,True
2018-07-04,2018-07-05,STB,7.5,0.07317073170731707,0.06917073170731707,True,False,False,False,False,False,True
2018-07-04,2018-07-05,CTG,7.0,0.12445876548182466,0.12045876548182466,True,False,False,False,False,False,True
2018-07-04,2018-07-05,FPT,7.0,0.06254557238920848,0.058545572389208475,True,True,False,False,False,False,True
2018-07-04,2018-07-05,PNJ,7.0,0.1217371566921389,0.1177371566921389,True,False,False,False,False,False,True
2018-07-04,2018-07-05,TCB,6.5,-0.03287349574405638,-0.03687349574405638,False,False,False,False,False,False,False
2018-07-04,2018-07-05,DIG,6.0,0.13097744360902247,0.12697744360902247,True,False,True,False,False,False,True
2018-07-04,2018-07-05,ACB,5.5,0.1311041218341334,0.1271041218341334,True,True,False,False,False,False,True
2018-07-04,2018-07-05,MBB,5.5,0.12518996960486317,0.12118996960486317,True,False,False,False,True,False,True
2018-07-04,2018-07-05,DXG,5.0,0.0019593067068575587,-0.0020406932931424414,False,False,False,False,True,False,True
2018-07-05,2018-07-06,ACB,6.0,0.2690727175272466,0.2650727175272466,True,True,False,False,False,False,True
2018-07-05,2018-07-06,BSR,6.0,-0.012448132780082877,-0.016448132780082877,False,False,True,False,False,False,True
2018-07-05,2018-07-06,DXG,6.0,0.13423462712603573,0.13023462712603573,True,False,True,False,False,False,True
2018-07-05,2018-07-06,STB,6.0,0.12244897959183665,0.11844897959183665,True,False,False,False,False,False,True
2018-07-05,2018-07-06,MSN,5.5,0.10167478527290572,0.09767478527290571,True,False,False,False,False,False,True
2018-07-05,2018-07-06,BID,5.0,0.18693269395444423,0.18293269395444423,True,False,False,False,False,False,True
2018-07-05,2018-07-06,CTG,5.0,0.2048603709230442,0.2008603709230442,True,False,False,False,False,False,True
2018-07-05,2018-07-06,DIG,4.5,0.17254901960784308,0.16854901960784308,True,False,False,False,False,False,True
2018-07-05,2018-07-06,PDR,4.5,0.07007186858316214,0.06607186858316214,True,False,False,False,True,True,True
2018-07-05,2018-07-06,SHB,4.5,0.2812953117448042,0.2772953117448042,True,True,False,False,False,False,True
2018-07-06,2018-07-09,POW,5.5,0.06782758250026856,0.06382758250026856,True,False,False,False,False,False,True
